0.000000000000000e+000,0.0
5.242879851721227e-004,1.834453e-10
1.012569235172123e-003,1.409218e-09
1.500850485172123e-003,7.487062e-09
1.989131735172123e-003,3.699295e-08
2.477412985172123e-003,1.704761e-07
2.965694235172123e-003,7.278666e-07
3.453975485172123e-003,2.840189e-06
3.942256735172123e-003,1.002419e-05
4.430537985172123e-003,3.171421e-05
4.918819235172123e-003,8.916402e-05
5.407100485172123e-003,0.0002209952
5.895381735172123e-003,0.0004795141
6.383662985172123e-003,0.0009059085
6.871944235172123e-003,0.001485268
7.360225485172123e-003,0.002111281
7.848506735172123e-003,0.002603983
8.336787985172123e-003,0.002790172
8.825069235172123e-003,0.002598822
9.313350485172123e-003,0.002102888
9.801631735172123e-003,0.001476382
1.028991298517212e-002,0.0008986738
1.077819423517212e-002,0.00047474
1.126647548517212e-002,0.0002183742
1.175475673517212e-002,8.7945e-05
1.224303798517212e-002,3.122662e-05
1.273131923517212e-002,9.854202e-06
1.321960048517212e-002,2.787646e-06
1.370788173517212e-002,7.129572e-07
1.419616298517212e-002,1.665558e-07
1.468444423517212e-002,3.611497e-08
1.517272548517212e-002,7.304834e-09
1.566100673517212e-002,1.37371e-09
1.614928798517212e-002,2.253522e-10
1.712585048517212e-002,1.788765e-10
1.761413173517212e-002,1.119544e-09
1.810241298517212e-002,6.019942e-09
1.859069423517212e-002,3.001216e-08
1.907897548517212e-002,1.396585e-07
1.956725673517212e-002,6.029036e-07
2.005553798517212e-002,2.382121e-06
2.054381923517212e-002,8.524778e-06
2.103210048517212e-002,2.738056e-05
2.152038173517212e-002,7.823885e-05
2.200866298517212e-002,0.0001972882
2.249694423517212e-002,0.0004358902
2.298522548517212e-002,0.0008390406
2.347350673517212e-002,0.001402028
2.396178798517212e-002,0.002031208
2.445006923517212e-002,0.002552899
2.493835048517212e-002,0.00278707
2.542663173517212e-002,0.002644908
2.591491298517212e-002,0.002180859
2.640319423517212e-002,0.00156049
2.689147548517212e-002,0.0009681081
2.737975673517212e-002,0.0005211029
2.786803798517212e-002,0.000244098
2.835631923517212e-002,0.0001000249
2.884460048517212e-002,3.610122e-05
2.933288173517212e-002,1.156735e-05
2.982116298517212e-002,3.319116e-06
3.030944423517212e-002,8.608818e-07
3.079772548517212e-002,2.037422e-07
3.128600673517212e-002,4.446468e-08
3.177428798517212e-002,9.074728e-09
3.226256923517212e-002,1.725717e-09
3.275085048517212e-002,2.906756e-10
3.323913173517212e-002,4.631737e-11
3.372741298517212e-002,1.374444e-10
3.421569423517212e-002,8.872432e-10
3.470397548517212e-002,4.834215e-09
3.519225673517212e-002,2.431925e-08
3.568053798517212e-002,1.142549e-07
3.616881923517212e-002,4.986133e-07
3.665710048517212e-002,1.994438e-06
3.714538173517212e-002,7.235727e-06
3.763366298517212e-002,2.358997e-05
3.812194423517212e-002,6.849979e-05
3.861022548517212e-002,0.0001757107
3.909850673517212e-002,0.0003952638
3.958678798517212e-002,0.000775154
4.007506923517212e-002,0.001320097
4.056335048517212e-002,0.00194924
4.105163173517212e-002,0.00249656
4.153991298517212e-002,0.002777051
4.202819423517212e-002,0.002685097
4.251647548517212e-002,0.002256026
4.300475673517212e-002,0.001645206
4.349303798517212e-002,0.001040274
4.398131923517212e-002,0.0005705801
4.446960048517212e-002,0.0002722033
4.495788173517212e-002,0.0001135075
4.544616298517212e-002,4.164849e-05
4.593444423517212e-002,1.355169e-05
4.642272548517212e-002,3.944044e-06
4.691100673517212e-002,1.036216e-06
4.739928798517212e-002,2.480534e-07
4.788756923517212e-002,5.467681e-08
4.837585048517212e-002,1.125992e-08
4.886413173517212e-002,2.163755e-09
4.935241298517212e-002,3.730587e-10
4.984069423517212e-002,5.535036e-11
5.032897548517212e-002,1.053985e-10
5.081725673517212e-002,7.011618e-10
5.130553798517212e-002,3.876933e-09
5.179381923517212e-002,1.968263e-08
5.228210048517212e-002,9.33461e-08
5.277038173517212e-002,4.117285e-07
5.325866298517212e-002,1.666969e-06
5.374694423517212e-002,6.129941e-06
5.423522548517212e-002,2.028234e-05
5.472350673517212e-002,5.984091e-05
5.521178798517212e-002,0.000156128
5.570006923517212e-002,0.0003575497
5.618835048517212e-002,0.0007143351
5.667663173517212e-002,0.001239801
5.716491298517212e-002,0.001865852
5.765319423517212e-002,0.002435354
5.814147548517212e-002,0.002760187
5.862975673517212e-002,0.002719103
5.911803798517212e-002,0.002327914
5.960631923517212e-002,0.001730124
6.009460048517212e-002,0.001114994
6.058288173517212e-002,0.0006232053
6.107116298517212e-002,0.0003028185
6.155944423517212e-002,0.0001285147
6.204772548517212e-002,4.794556e-05
6.253600673517212e-002,1.584498e-05
6.302428798517212e-002,4.678122e-06
6.351256923517212e-002,1.245219e-06
6.400085048517212e-002,3.015651e-07
6.448913173517212e-002,6.714945e-08
6.497741298517212e-002,1.395475e-08
6.546569423517212e-002,2.708302e-09
6.595397548517212e-002,4.765862e-10
6.644225673517212e-002,6.959379e-11
6.693053798517212e-002,8.11153e-11
6.741881923517212e-002,5.523017e-10
6.790710048517212e-002,3.104894e-09
6.839538173517212e-002,1.591113e-08
6.888366298517212e-002,7.61627e-08
6.937194423517212e-002,3.387583e-07
6.986022548517212e-002,1.389477e-06
7.034850673517212e-002,5.182695e-06
7.083678798517212e-002,1.740296e-05
7.132506923517212e-002,5.216236e-05
7.181335048517212e-002,0.0001384062
7.230163173517212e-002,0.0003226491
7.278991298517212e-002,0.0006566409
7.327819423517212e-002,0.001161438
7.376647548517212e-002,0.001781513
7.425475673517212e-002,0.002369695
7.474303798517212e-002,0.002736601
7.523131923517212e-002,0.002746684
7.571960048517212e-002,0.00239606
7.620788173517212e-002,0.001814816
7.669616298517212e-002,0.001192055
7.718444423517212e-002,0.0006789896
7.767272548517212e-002,0.0003360665
7.816100673517212e-002,0.0001451727
7.864928798517212e-002,5.507583e-05
7.913756923517212e-002,1.848923e-05
7.962585048517212e-002,5.538626e-06
8.011413173517212e-002,1.493892e-06
8.060241298517212e-002,3.660809e-07
8.109069423517212e-002,8.236132e-08
8.157897548517212e-002,1.727413e-08
8.206725673517212e-002,3.38458e-09
8.255553798517212e-002,6.063576e-10
8.304381923517212e-002,8.977515e-11
8.353210048517212e-002,6.335967e-11
8.402038173517212e-002,4.3341e-10
8.450866298517212e-002,2.482888e-09
8.499694423517212e-002,1.284712e-08
8.548522548517212e-002,6.206169e-08
8.597350673517212e-002,2.789137e-07
8.646178798517212e-002,1.157482e-06
8.695006923517212e-002,4.374344e-06
